QuoteID,ReceivedDateKey,ReceivedDateTime,BrokerID,QuotingAgentID,LocationKey,PropertyProfileKey,BuildingValue,ContentsValue,SumInsured,PropertyAge,NumProperties,NumFloors,ClaimsCount5Yr,ClaimsAmount5Yr,RecentClaimIndicator,FloodRiskFlag,BushfireRiskFlag,TheftRiskFlag,HighRiskLocationFlag,RiskScore,RequestedCoverage,AssignedDateTime,RaterCompletedDateTime,RaterStatus,ProcessingDurationHours,ReworkAtRaterFlag
Q000038,20240612,2024-06-12 13:18:00,B0037,E0032,1,27,362562.41,115271.74,477834.15,58,1,2,2,53984.64,0,0,1,0,1,69.8,Building & Contents,2024-06-12 13:25:08.982763788,2024-06-12 15:38:49.710844853,Completed,2.23,0
Q000039,20240614,2024-06-14 17:04:00,B0030,E0023,3,83,1710132.73,587825.8,2297958.53,29,1,4,0,0.0,0,0,0,0,1,65.1,Building & Contents,2024-06-14 18:50:35.543534608,2024-06-14 21:35:45.338109384,Completed,2.75,0
Q000040,20240612,2024-06-12 10:40:00,B0007,E0020,3,54,896381.27,152422.39,1048803.66,53,1,2,2,14235.59,1,0,0,0,0,72.3,Building Only,2024-06-12 10:46:30.888110146,2024-06-12 11:42:29.714549007,Completed,0.93,0
Q000041,20240621,2024-06-21 10:46:00,B0021,E0032,8,13,747149.43,192975.03,940124.46,50,1,2,1,6697.88,1,0,0,0,0,44.3,Building & Contents,2024-06-21 12:03:43.039803440,2024-06-21 16:49:05.667727694,Completed,4.76,0
Q000042,20240605,2024-06-05 17:12:00,B0011,E0021,7,14,359518.02,93066.46,452584.48,54,1,1,1,6943.17,0,0,0,0,0,42.0,Building & Contents,2024-06-05 21:02:08.495441193,2024-06-05 23:40:58.451801413,Completed,2.65,0
Q000043,20240622,2024-06-22 12:17:00,B0022,E0038,6,74,1851505.64,700294.0,2551799.64,16,1,2,0,0.0,0,0,1,0,1,75.5,Building & Contents,2024-06-22 14:07:32.180574241,2024-06-22 15:30:39.573915394,Completed,1.39,1
Q000044,20240606,2024-06-06 14:08:00,B0003,E0032,8,42,816244.98,152083.01,968327.99,2,1,7,0,0.0,0,0,0,0,0,49.4,Building Only,2024-06-06 14:39:33.355994781,2024-06-06 21:36:55.977078173,Completed,6.96,1
Q000045,20240629,2024-06-29 08:08:00,B0006,E0043,10,6,177588.0,58803.7,236391.7,21,2,1,0,0.0,0,0,0,1,0,40.7,Building & Contents,2024-06-29 14:52:03.354713075,2024-06-29 20:38:17.639534611,Completed,5.77,0
Q000046,20240630,2024-06-30 14:07:00,B0026,E0021,11,91,806544.32,289672.73,1096217.05,11,1,4,1,909.22,0,1,0,1,1,66.7,Building Only,2024-06-30 14:15:49.756308637,2024-06-30 14:45:49.756308637,Completed,0.5,0
Q000047,20240606,2024-06-06 08:29:00,B0034,E0019,2,94,991004.76,327596.0,1318600.76,0,1,2,2,18081.68,0,0,0,0,0,75.7,Building & Contents,2024-06-06 10:14:38.076139609,2024-06-06 12:58:26.472873743,Completed,2.73,0
Q000048,20240619,2024-06-19 08:15:00,B0010,E0039,7,56,1146293.01,229749.18,1376042.19,40,1,2,2,33894.35,0,0,1,1,1,88.8,Building & Contents,2024-06-19 11:56:14.782747326,2024-06-19 15:09:46.924945048,Completed,3.23,0
Q000049,20240626,2024-06-26 08:02:00,B0027,E0031,1,4,830001.12,163435.3,993436.42,6,1,2,0,0.0,0,0,0,0,0,43.7,Building & Contents,2024-06-26 13:17:10.508636004,2024-06-26 13:47:10.508636004,Completed,0.5,0
Q000050,20240618,2024-06-18 15:22:00,B0034,E0039,3,74,1004564.26,421674.27,1426238.53,37,1,5,1,6666.66,1,0,0,0,0,82.1,Building Only,2024-06-18 16:00:05.771526419,2024-06-18 18:54:27.358245428,Completed,2.91,0
Q000051,20240619,2024-06-19 11:11:00,B0037,E0012,1,12,417002.46,79295.36,496297.82,51,1,2,1,5853.89,0,0,0,0,0,47.9,Contents Only,2024-06-19 13:19:31.038638994,2024-06-19 15:27:53.934768954,Completed,,0
Q000052,20240624,2024-06-24 12:20:00,B0020,E0026,2,35,633011.33,140992.76,774004.09,21,1,2,0,0.0,0,0,0,0,0,46.2,Building & Contents,2024-06-24 14:54:34.429971390,2024-06-24 19:41:13.906902462,Completed,4.78,0
Q000053,20240602,2024-06-02 16:28:00,B0042,E0032,8,36,471726.16,136420.83,608146.99,31,1,2,0,0.0,0,0,0,0,0,33.6,Building & Contents,2024-06-02 18:14:10.134689515,2024-06-02 23:07:09.259733183,Completed,4.88,0
Q000054,20240612,2024-06-12 08:14:00,B0042,E0033,7,82,1782416.83,311369.09,2093785.91,19,4,7,0,0.0,0,0,0,0,0,60.9,Building & Contents,2024-06-12 11:29:09.615358465,2024-06-12 12:37:45.551824961,Completed,1.14,0
Q000055,20240602,2024-06-02 08:12:00,B0036,E0012,7,29,258624.8,83180.13,341804.92,15,1,2,0,0.0,0,0,0,0,0,49.6,Contents Only,2024-06-02 08:58:45.088363061,2024-06-02 13:23:45.608654092,Completed,4.42,0
Q000056,20240605,2024-06-05 15:47:00,B0017,E0031,4,7,468738.36,146066.2,614804.56,53,1,1,0,0.0,0,0,0,0,0,48.0,Building & Contents,2024-06-06 04:04:49.871423068,2024-06-06 10:22:02.942871462,Completed,6.29,0
Q000057,20240617,2024-06-17 08:43:00,B0010,E0020,7,18,409485.01,85162.12,494647.13,24,1,2,1,7905.21,0,0,0,0,0,48.1,Building & Contents,2024-06-17 09:22:34.369693127,2024-06-17 10:31:45.853331072,Completed,1.15,1
Q000058,20240619,2024-06-19 14:54:00,B0011,E0027,8,18,747311.27,135023.98,882335.25,30,1,2,0,0.0,0,0,0,0,0,45.4,Building Only,2024-06-19 16:54:28.929534856,2024-06-19 21:09:46.911874050,Completed,4.25,0
Q000059,20240627,2024-06-27 17:56:00,B0040,E0027,14,68,2210851.09,833653.12,3044504.2,47,3,7,0,0.0,0,0,0,0,0,66.4,Building & Contents,2024-06-27 20:40:32.450138884,2024-06-28 01:15:39.663572996,Completed,4.59,0
Q000060,20240613,2024-06-13 09:41:00,B0003,E0031,8,10,184009.12,35604.36,219613.49,43,1,1,0,0.0,0,0,0,0,0,48.3,Building & Contents,2024-06-13 10:33:47.781266012,2024-06-13 15:17:31.707180550,Completed,4.73,0
Q000061,20240625,2024-06-25 12:58:00,B0020,E0032,2,76,2754848.64,366509.99,3121358.63,61,1,3,3,35963.42,0,0,0,0,0,76.5,Building & Contents,2024-06-25 13:07:00.204672834,2024-06-25 17:23:40.869583182,Completed,4.28,0
Q000062,20240613,2024-06-13 17:57:00,B0037,E0026,1,46,2985176.54,425137.87,3410314.41,28,1,6,0,0.0,0,0,0,0,0,71.1,Building Only,2024-06-13 19:23:02.124173749,2024-06-13 22:00:49.027601014,Completed,2.63,0
Q000063,20240602,2024-06-02 16:20:00,B0012,E0033,7,29,401575.47,129206.66,530782.13,34,1,2,0,0.0,0,0,0,0,0,46.7,Building & Contents,2024-06-02 16:56:38.988372173,2024-06-02 20:58:31.238813233,Completed,4.03,0
Q000064,20240603,2024-06-03 15:02:00,B0008,E0015,8,3,410135.94,112438.02,522573.96,4,1,1,0,0.0,0,0,1,0,1,50.5,Building & Contents,2024-06-03 16:26:01.891243950,2024-06-04 00:22:19.215773596,Completed,7.94,0
Q000065,20240626,2024-06-26 12:04:00,B0014,E0019,8,21,150000.0,32856.9,182856.9,53,1,2,0,0.0,0,0,0,0,0,34.4,Building Only,2024-06-27 00:33:58.381986668,2024-06-27 08:08:48.013293078,Completed,7.58,0
Q000066,20240613,2024-06-13 16:00:00,B0034,E0023,3,98,2991539.18,1044045.73,4035584.9,37,2,6,1,3684.5,1,0,0,0,0,75.4,Building Only,2024-06-13 16:08:34.739176554,2024-06-13 19:00:59.758181380,Completed,2.87,0
Q000067,20240607,2024-06-07 11:36:00,B0030,E0023,2,99,2010300.14,248220.09,2258520.22,2,1,3,0,0.0,0,0,0,0,0,70.8,Building & Contents,2024-06-07 16:31:19.728282659,2024-06-07 18:13:26.718797218,Completed,1.7,0
Q000068,20240602,2024-06-02 15:49:00,B0007,E0054,1,22,417608.65,130630.52,548239.17,4,1,2,0,0.0,0,0,0,0,0,55.1,Building & Contents,2024-06-03 00:37:28.320047575,2024-06-03 14:30:17.938375502,Completed,13.88,0
Q000069,20240607,2024-06-07 14:04:00,B0008,E0020,9,79,2011930.52,743745.9,2755676.42,33,1,1,0,0.0,0,0,1,1,1,85.4,Building Only,2024-06-07 20:36:17.686171329,2024-06-07 22:02:24.449563375,Completed,1.44,0
Q000070,20240628,2024-06-28 12:47:00,B0029,E0054,1,90,1552313.2,547734.82,2100048.02,20,3,4,0,0.0,0,0,0,1,0,73.5,Building & Contents,2024-06-28 13:22:17.896414858,2024-06-28 18:32:53.268164298,Completed,5.18,1
Q000071,20240605,2024-06-05 14:58:00,B0027,E0039,3,103,1382602.32,584878.52,1967480.84,50,1,5,0,0.0,0,0,0,0,0,58.1,Building & Contents,2024-06-05 15:41:56.494302059,2024-06-05 19:45:34.554448527,Completed,4.06,0
Q000072,20240612,2024-06-12 09:52:00,B0034,E0031,3,104,501109.86,129535.03,630644.89,63,2,4,1,3039.13,1,1,0,0,1,76.8,Building Only,2024-06-12 12:11:35.367665941,,Abandoned,,0
Q000073,20240609,2024-06-09 17:01:00,B0012,E0050,9,44,661527.26,163779.5,825306.76,5,1,1,0,0.0,0,0,0,0,0,50.5,Building & Contents,2024-06-09 23:11:47.461266152,2024-06-10 04:51:54.112692676,Completed,5.67,0
Q000074,20240622,2024-06-22 12:33:00,B0026,E0020,10,14,426970.72,115589.78,542560.5,37,1,2,0,0.0,0,1,1,0,1,58.0,Building & Contents,2024-06-22 20:12:55.972027985,2024-06-23 02:13:54.754418844,Completed,6.02,0
Q000075,20240612,2024-06-12 17:06:00,B0036,E0003,7,90,493517.01,100196.51,593713.52,2,1,7,0,0.0,0,0,0,0,0,51.0,Building & Contents,2024-06-12 17:57:12.312508220,2024-06-12 19:59:36.039632433,Completed,2.04,0
Q000076,20240618,2024-06-18 10:25:00,B0041,E0019,10,68,1496113.38,663718.43,2159831.81,14,1,1,0,0.0,0,0,0,0,0,64.6,Building & Contents,2024-06-18 10:27:27.613603118,2024-06-18 13:28:39.423274135,Completed,3.02,0
Q000077,20240602,2024-06-02 08:06:00,B0035,E0003,2,35,732659.15,247269.86,979929.02,57,1,2,0,0.0,0,0,1,0,1,68.3,Building & Contents,2024-06-02 09:34:14.191314658,2024-06-02 14:01:11.785954152,Completed,4.45,0
Q000078,20240614,2024-06-14 11:24:00,B0038,E0019,7,24,300546.46,56972.91,357519.37,62,1,1,0,0.0,0,0,0,0,0,45.6,Building & Contents,2024-06-14 15:54:55.997256488,2024-06-14 20:17:44.451018931,Completed,4.38,0
Q000079,20240617,2024-06-17 15:35:00,B0011,E0031,8,38,463532.24,74883.57,538415.81,23,1,2,2,72881.35,1,0,0,0,0,69.6,Building & Contents,2024-06-17 17:00:57.737112188,2024-06-17 19:51:24.525712913,Completed,2.84,0
Q000080,20240611,2024-06-11 08:40:00,B0025,E0016,4,69,616165.7,124837.88,741003.58,0,5,2,0,0.0,0,0,1,0,1,59.9,Building & Contents,2024-06-11 09:05:52.240876996,2024-06-11 21:16:56.980109864,Completed,12.18,0
Q000081,20240620,2024-06-20 12:36:00,B0042,E0015,8,43,1034875.87,427440.62,1462316.48,48,3,1,0,0.0,0,0,0,0,0,54.1,Contents Only,2024-06-20 13:34:43.198137571,2024-06-20 19:49:09.412699932,Completed,6.24,0
Q000082,20240601,2024-06-01 17:58:00,B0030,E0038,3,77,954957.01,424287.36,1379244.37,12,1,7,0,0.0,0,0,0,0,0,58.5,Building Only,2024-06-02 02:54:37.464078796,2024-06-02 05:27:13.735410041,Completed,2.54,0
Q000083,20240603,2024-06-03 13:17:00,B0008,E0003,9,1,494667.87,84969.8,579637.67,41,1,2,0,0.0,0,0,0,0,0,39.9,Building & Contents,2024-06-03 18:14:03.568358988,2024-06-04 00:52:13.532954975,Completed,6.64,0
Q000084,20240620,2024-06-20 12:57:00,B0018,E0016,1,78,1693571.88,189213.85,1882785.74,29,1,2,0,0.0,0,0,0,0,0,70.1,Building & Contents,2024-06-20 15:13:05.652441175,2024-06-21 01:56:44.901127785,Completed,10.73,0
Q000085,20240619,2024-06-19 17:51:00,B0011,E0003,9,19,574636.45,140348.76,714985.21,28,1,2,0,0.0,0,0,0,0,0,41.2,Building & Contents,2024-06-19 18:32:10.915826178,2024-06-19 22:53:48.061821755,Completed,4.36,0
Q000086,20240603,2024-06-03 11:22:00,B0036,E0023,7,64,4062627.14,1643428.1,5706055.24,11,4,2,0,0.0,0,0,0,1,0,73.5,Building & Contents,2024-06-03 14:45:20.637527556,2024-06-03 22:12:17.846933454,Completed,7.45,0
Q000087,20240618,2024-06-18 13:56:00,B0009,E0055,7,52,1630951.88,720864.51,2351816.39,27,1,5,0,0.0,0,0,1,0,1,68.6,Contents Only,2024-06-18 23:35:19.226059078,2024-06-19 01:46:33.308862733,Completed,2.19,0
Q000088,20240608,2024-06-08 12:48:00,B0020,E0016,3,20,950177.13,324875.86,1275052.99,58,1,1,1,2285.8,0,0,0,0,0,59.5,Building Only,2024-06-08 13:36:50.944771643,2024-06-08 14:34:51.689919988,Completed,0.97,0
Q000089,20240615,2024-06-15 08:48:00,B0025,E0020,4,77,946149.6,190817.4,1136967.0,52,1,6,0,0.0,0,1,0,0,1,71.2,Contents Only,2024-06-15 09:08:56.518502480,2024-06-15 10:35:20.549716232,Completed,1.44,0
Q000090,20240629,2024-06-29 16:11:00,B0025,E0015,6,56,1324867.74,334630.32,1659498.06,23,1,2,0,0.0,0,1,0,1,1,80.2,Building & Contents,2024-06-29 18:52:17.057079787,2024-06-29 20:08:36.031459626,Completed,1.27,0
Q000091,20240606,2024-06-06 16:43:00,B0037,E0054,1,70,3124956.64,1144111.0,4269067.64,4,5,1,0,0.0,0,0,0,0,0,68.8,Building & Contents,2024-06-06 22:59:46.867543430,2024-06-07 01:17:09.667205317,Completed,2.29,1
Q000092,20240612,2024-06-12 17:13:00,B0002,E0003,11,40,208466.63,48206.88,256673.51,11,1,1,0,0.0,0,0,0,0,0,35.6,Building Only,2024-06-12 21:26:51.426982332,2024-06-13 00:35:55.096426178,Completed,3.15,0
Q000093,20240624,2024-06-24 14:54:00,B0011,E0027,7,8,504572.55,79339.61,583912.16,13,1,2,0,0.0,0,0,0,0,0,56.6,Building & Contents,2024-06-24 17:30:48.644103469,2024-06-24 21:22:24.812575423,Completed,3.86,0
Q000094,20240611,2024-06-11 12:33:00,B0011,E0043,7,59,1036170.79,342765.62,1378936.41,39,3,5,0,0.0,0,0,0,0,0,61.0,Building & Contents,2024-06-11 16:53:32.276163645,2024-06-11 19:47:50.931605380,Completed,2.91,0
Q000095,20240625,2024-06-25 17:49:00,B0021,E0054,9,74,802706.61,347676.53,1150383.14,46,2,4,0,0.0,0,0,0,0,1,52.3,Building & Contents,2024-06-25 18:00:08.795661110,2024-06-25 18:39:01.518908013,Completed,0.65,0
Q000096,20240621,2024-06-21 17:44:00,B0040,E0015,14,82,1998590.85,259105.13,2257695.99,26,3,3,0,0.0,0,1,0,0,1,73.3,Building & Contents,2024-06-21 19:35:59.207329720,2024-06-21 20:32:14.615218217,Completed,0.94,1
Q000097,20240617,2024-06-17 13:06:00,B0034,E0055,2,86,527323.88,63209.23,590533.11,32,3,3,0,0.0,0,0,0,0,0,43.2,Building & Contents,2024-06-17 17:33:33.209789243,2024-06-18 04:18:29.032134132,Completed,10.75,0
Q000098,20240609,2024-06-09 11:33:00,B0021,E0033,7,40,274969.85,48288.32,323258.17,35,1,2,0,0.0,0,0,0,0,0,54.0,Building & Contents,2024-06-09 14:34:12.902893829,2024-06-09 19:36:40.144775106,Completed,5.04,0
Q000099,20240624,2024-06-24 09:27:00,B0017,E0003,6,93,2185958.14,662538.22,2848496.36,9,1,5,1,7090.09,0,1,0,0,1,71.5,Building Only,2024-06-24 10:22:11.958479436,2024-06-24 19:34:56.602318580,Completed,9.21,0
Q000100,20240612,2024-06-12 08:44:00,B0036,E0054,9,17,761491.75,199884.57,961376.32,10,1,1,0,0.0,0,0,0,0,0,59.9,Building & Contents,2024-06-12 09:19:18.709273507,2024-06-12 11:33:00.212346701,Completed,2.23,0
Q000101,20240628,2024-06-28 17:11:00,B0030,E0039,1,9,240689.39,61827.29,302516.67,31,1,2,1,3967.44,1,0,0,0,0,55.5,Building & Contents,2024-06-28 17:41:42.543075570,2024-06-28 21:03:29.221421173,Completed,3.36,0
Q000102,20240610,2024-06-10 13:21:00,B0034,E0025,1,72,2254428.68,897110.8,3151539.48,64,1,6,0,0.0,0,0,0,0,0,79.6,Building & Contents,2024-06-10 22:29:05.059921168,2024-06-11 00:01:22.141988440,Completed,1.54,0
Q000103,20240603,2024-06-03 15:38:00,B0038,E0033,8,74,1313295.68,473624.2,1786919.89,34,1,4,0,0.0,0,0,0,0,0,52.0,Building & Contents,2024-06-03 16:15:13.398170065,2024-06-03 20:44:20.000807245,Completed,4.49,0
Q000104,20240621,2024-06-21 09:19:00,B0003,E0023,9,97,1167169.54,450832.14,1618001.68,10,1,3,0,0.0,0,0,0,0,0,64.2,Building & Contents,2024-06-21 16:59:01.754165477,2024-06-21 20:00:49.521708427,Completed,3.03,0
Q000105,20240612,2024-06-12 12:53:00,B0036,E0052,9,68,2085388.7,510363.81,2595752.51,42,4,7,1,13032.81,0,0,0,0,0,59.5,Building & Contents,2024-06-12 13:07:27.801035165,2024-06-12 15:08:37.157167032,Completed,2.02,0
Q000106,20240603,2024-06-03 09:21:00,B0042,E0015,8,78,1765582.29,570281.82,2335864.11,43,1,4,1,7267.06,0,0,0,0,0,80.1,Building & Contents,2024-06-03 10:55:32.056642165,2024-06-03 15:16:34.471238886,Completed,4.35,0
