ReviewID,QuoteID,QuotingAgentID,ReviewerID,ReviewDate,ReviewSequence,ErrorFound,ErrorCategoryID,ErrorSeverity,ReworkRequired,ErrorResolved,ReworkDurationHours,FirstTimeRight
REV000095,Q013404,E0033,E0018,2025-02-08,1,False,,,False,True,,True
REV000096,Q021150,E0003,E0051,2025-06-19,1,True,ERR05,High,True,True,2.51,False
REV000097,Q021150,E0003,E0051,2025-06-20,2,False,,,False,True,,False
REV000098,Q000342,E0015,E0042,2024-06-11,1,False,,,False,True,,True
REV000099,Q025893,E0055,E0035,2025-10-25,1,False,,,False,True,,True
REV000100,Q025925,E0054,E0053,2025-10-30,1,False,,,False,True,,True
REV000101,Q015075,E0016,E0028,2025-03-05,1,False,,,False,True,,True
REV000102,Q040287,E0015,E0028,2026-05-26,1,False,,,False,True,,True
REV000103,Q031979,E0031,E0018,2025-12-23,1,False,,,False,True,,True
REV000104,Q017988,E0039,E0042,2025-04-04,1,False,,,False,True,,True
REV000105,Q001589,E0016,E0053,2024-07-12,1,False,,,False,True,,True
REV000106,Q004189,E0050,E0030,2024-09-03,1,False,,,False,True,,True
REV000107,Q040592,E0054,E0006,2026-05-25,1,False,,,False,True,,True
REV000108,Q026218,E0032,E0045,2025-10-15,1,False,,,False,True,,True
REV000109,Q033647,E0032,E0051,2026-01-26,1,False,,,False,True,,True
REV000110,Q031230,E0003,E0029,2025-12-21,1,True,ERR09,High,True,True,0.13,False
REV000111,Q031230,E0003,E0029,2025-12-21,2,False,,,False,True,,False
REV000112,Q018864,E0020,E0018,2025-05-09,1,False,,,False,True,,True
REV000113,Q016096,E0019,E0035,2025-03-23,1,True,ERR04,Critical,True,True,2.29,False
REV000114,Q016096,E0019,E0035,2025-03-24,2,False,,,False,True,,False
REV000115,Q015575,E0027,E0029,2025-03-26,1,False,,,False,True,,True
REV000116,Q035405,E0023,E0037,2026-02-09,1,True,ERR13,Low,False,True,,False
REV000117,Q034761,E0012,E0018,2026-02-26,1,True,ERR01,Medium,True,True,3.29,False
REV000118,Q034761,E0012,E0018,2026-02-27,2,False,,,False,True,,False
REV000119,Q015919,E0038,E0005,2025-03-24,1,False,,,False,True,,True
REV000120,Q002233,E0015,E0045,2024-07-23,1,False,,,False,True,,True
REV000121,Q022953,E0003,E0030,2025-08-31,1,False,,,False,True,,True
REV000122,Q039973,E0020,E0053,2026-04-26,1,False,,,False,True,,True
REV000123,Q005929,E0020,E0005,2024-10-09,1,False,,,False,True,,True
REV000124,Q027471,E0003,E0018,2025-10-24,1,False,,,False,True,,True
REV000125,Q029400,E0038,E0042,2025-11-27,1,False,,,False,True,,True
REV000126,Q002210,E0020,E0030,2024-07-17,1,False,,,False,True,,True
REV000127,Q023186,E0023,E0005,2025-08-02,1,False,,,False,True,,True
REV000128,Q036525,E0015,E0042,2026-03-30,1,False,,,False,True,,True
REV000129,Q037199,E0032,E0053,2026-03-14,1,False,,,False,True,,True
REV000130,Q030709,E0039,E0051,2025-12-23,1,False,,,False,True,,True
REV000131,Q031863,E0003,E0018,2025-12-12,1,False,,,False,True,,True
REV000132,Q004659,E0023,E0018,2024-09-05,1,True,ERR05,Low,True,True,0.52,False
REV000133,Q004659,E0023,E0018,2024-09-05,2,False,,,False,True,,False
REV000134,Q030303,E0026,E0029,2025-12-28,1,False,,,False,True,,True
REV000135,Q033745,E0012,E0045,2026-01-11,1,False,,,False,True,,True
REV000136,Q037343,E0025,E0030,2026-03-06,1,False,,,False,True,,True
REV000137,Q010307,E0023,E0018,2024-12-09,1,False,,,False,True,,True
REV000138,Q037965,E0025,E0030,2026-04-30,1,False,,,False,True,,True
REV000139,Q032668,E0033,E0045,2026-01-15,1,False,,,False,True,,True
REV000140,Q006798,E0031,E0013,2024-10-15,1,True,ERR12,Medium,True,True,7.45,False
REV000141,Q006798,E0031,E0013,2024-10-16,2,False,,,False,True,,False
REV000142,Q037509,E0027,E0006,2026-03-06,1,False,,,False,True,,True
REV000143,Q014250,E0012,E0053,2025-02-05,1,True,ERR05,Critical,True,True,3.2,False
REV000144,Q014250,E0012,E0053,2025-02-05,2,False,,,False,True,,False
REV000145,Q036523,E0021,E0029,2026-03-01,1,False,,,False,True,,True
REV000146,Q013296,E0003,E0028,2025-02-23,1,True,ERR03,High,True,True,2.68,False
REV000147,Q013296,E0003,E0028,2025-02-23,2,False,,,False,True,,False
REV000148,Q001689,E0032,E0006,2024-07-03,1,False,,,False,True,,True
REV000149,Q024353,E0055,E0005,2025-09-08,1,False,,,False,True,,True
REV000150,Q019685,E0033,E0013,2025-05-16,1,False,,,False,True,,True
REV000151,Q018018,E0027,E0029,2025-04-04,1,False,,,False,True,,True
REV000152,Q022631,E0001,E0037,2025-08-22,1,True,ERR09,High,True,True,0.21,False
REV000153,Q022631,E0001,E0037,2025-08-22,2,False,,,False,True,,False
REV000154,Q012489,E0054,E0006,2025-01-23,1,False,,,False,True,,True
REV000155,Q041958,E0054,E0051,2026-05-06,1,False,,,False,True,,True
REV000156,Q005103,E0039,E0018,2024-09-08,1,False,,,False,True,,True
REV000157,Q040124,E0055,E0053,2026-05-27,1,True,ERR06,Low,False,True,,False
REV000158,Q000543,E0039,E0035,2024-06-05,1,False,,,False,True,,True
REV000159,Q032773,E0055,E0013,2026-01-30,1,False,,,False,True,,True
REV000160,Q037301,E0054,E0005,2026-03-13,1,True,ERR10,Medium,True,True,1.09,False
REV000161,Q037301,E0054,E0005,2026-03-13,2,False,,,False,True,,False
REV000162,Q023401,E0032,E0037,2025-08-14,1,False,,,False,True,,True
REV000163,Q017092,E0052,E0051,2025-04-02,1,False,,,False,True,,True
REV000164,Q020475,E0025,E0035,2025-06-06,1,False,,,False,True,,True
REV000165,Q029278,E0012,E0030,2025-11-26,1,True,ERR14,Medium,True,True,2.06,False
REV000166,Q029278,E0012,E0030,2025-11-27,2,False,,,False,True,,False
REV000167,Q030220,E0031,E0042,2025-12-02,1,False,,,False,True,,True
REV000168,Q027205,E0020,E0053,2025-10-10,1,False,,,False,True,,True
REV000169,Q017145,E0015,E0005,2025-04-12,1,False,,,False,True,,True
REV000170,Q027125,E0026,E0030,2025-10-12,1,False,,,False,True,,True
REV000171,Q004176,E0001,E0028,2024-09-07,1,False,,,False,True,,True
REV000172,Q019482,E0021,E0028,2025-05-18,1,False,,,False,True,,True
REV000173,Q012380,E0003,E0029,2025-01-18,1,False,,,False,True,,True
REV000174,Q005766,E0001,E0042,2024-10-28,1,False,,,False,True,,True
REV000175,Q025552,E0027,E0006,2025-09-05,1,True,ERR06,Medium,True,True,2.67,False
REV000176,Q025552,E0027,E0006,2025-09-05,2,False,,,False,True,,False
REV000177,Q017316,E0055,E0030,2025-04-16,1,False,,,False,True,,True
REV000178,Q039874,E0003,E0053,2026-04-08,1,False,,,False,True,,True
REV000179,Q015279,E0027,E0037,2025-03-26,1,False,,,False,True,,True
REV000180,Q014954,E0003,E0051,2025-03-15,1,False,,,False,True,,True
REV000181,Q000358,E0003,E0035,2024-06-02,1,False,,,False,True,,True
REV000182,Q019357,E0015,E0053,2025-05-06,1,False,,,False,True,,True
REV000183,Q014180,E0027,E0013,2025-02-03,1,False,,,False,True,,True
REV000184,Q016588,E0032,E0013,2025-04-30,1,False,,,False,True,,True
REV000185,Q041492,E0023,E0051,2026-05-29,1,False,,,False,True,,True
REV000186,Q005656,E0016,E0053,2024-10-28,1,False,,,False,True,,True
REV000187,Q002610,E0043,E0030,2024-08-13,1,False,,,False,True,,True
REV000188,Q032534,E0020,E0053,2026-01-12,1,False,,,False,True,,True
REV000189,Q020956,E0031,E0037,2025-06-18,1,False,,,False,True,,True
REV000190,Q007150,E0003,E0042,2024-11-05,1,False,,,False,True,,True
REV000191,Q041464,E0026,E0005,2026-05-06,1,False,,,False,True,,True
REV000192,Q016123,E0038,E0053,2025-03-12,1,False,,,False,True,,True
REV000193,Q024095,E0015,E0028,2025-08-05,1,False,,,False,True,,True
REV000194,Q009840,E0038,E0013,2024-12-03,1,False,,,False,True,,True
REV000195,Q017003,E0015,E0006,2025-04-02,1,False,,,False,True,,True
REV000196,Q005910,E0039,E0045,2024-10-18,1,False,,,False,True,,True
REV000197,Q030027,E0033,E0013,2025-11-21,1,False,,,False,True,,True
REV000198,Q029565,E0031,E0051,2025-11-25,1,False,,,False,True,,True
REV000199,Q021745,E0050,E0018,2025-07-09,1,False,,,False,True,,True
REV000200,Q037312,E0020,E0018,2026-03-10,1,False,,,False,True,,True
REV000201,Q038484,E0039,E0018,2026-04-14,1,False,,,False,True,,True
REV000202,Q024971,E0038,E0005,2025-09-24,1,False,,,False,True,,True
REV000203,Q024059,E0016,E0005,2025-08-24,1,False,,,False,True,,True
REV000204,Q012239,E0015,E0018,2025-01-09,1,False,,,False,True,,True
REV000205,Q003115,E0038,E0005,2024-08-08,1,False,,,False,True,,True
REV000206,Q020676,E0052,E0018,2025-06-28,1,False,,,False,True,,True
REV000207,Q000678,E0015,E0051,2024-06-09,1,False,,,False,True,,True
REV000208,Q022708,E0025,E0029,2025-08-05,1,True,ERR11,Critical,True,True,2.35,False
REV000209,Q022708,E0025,E0029,2025-08-05,2,False,,,False,True,,False
REV000210,Q024167,E0027,E0042,2025-09-28,1,False,,,False,True,,True
REV000211,Q014230,E0055,E0035,2025-02-23,1,False,,,False,True,,True
REV000212,Q018534,E0032,E0042,2025-05-29,1,False,,,False,True,,True
REV000213,Q026069,E0015,E0042,2025-10-16,1,False,,,False,True,,True
REV000214,Q036709,E0033,E0035,2026-03-29,1,False,,,False,True,,True
REV000215,Q007393,E0032,E0006,2024-11-18,1,False,,,False,True,,True
REV000216,Q037988,E0020,E0037,2026-04-01,1,False,,,False,True,,True
REV000217,Q039232,E0026,E0030,2026-04-20,1,True,ERR02,High,True,True,0.65,False
REV000218,Q039232,E0026,E0030,2026-04-21,2,False,,,False,True,,False
REV000219,Q000523,E0052,E0029,2024-06-08,1,False,,,False,True,,True
REV000220,Q027365,E0043,E0018,2025-10-29,1,True,ERR13,Critical,True,True,3.97,False
REV000221,Q027365,E0043,E0018,2025-10-30,2,False,,,False,True,,False
REV000222,Q038344,E0012,E0042,2026-04-14,1,False,,,False,True,,True
REV000223,Q025145,E0015,E0029,2025-09-03,1,False,,,False,True,,True
REV000224,Q031091,E0038,E0029,2025-12-31,1,False,,,False,True,,True
REV000225,Q039945,E0019,E0042,2026-04-29,1,False,,,False,True,,True
REV000226,Q001197,E0023,E0005,2024-07-22,1,False,,,False,True,,True
REV000227,Q002586,E0012,E0013,2024-08-04,1,True,ERR01,Medium,True,True,0.94,False
REV000228,Q002586,E0012,E0013,2024-08-04,2,False,,,False,True,,False
REV000229,Q005430,E0027,E0035,2024-10-18,1,False,,,False,True,,True
REV000230,Q013977,E0032,E0045,2025-02-05,1,False,,,False,True,,True
REV000231,Q026784,E0050,E0018,2025-10-11,1,False,,,False,True,,True
REV000232,Q000414,E0038,E0029,2024-06-03,1,False,,,False,True,,True
REV000233,Q034583,E0003,E0006,2026-02-02,1,False,,,False,True,,True
REV000234,Q035515,E0003,E0013,2026-02-10,1,False,,,False,True,,True
REV000235,Q035562,E0054,E0037,2026-02-16,1,True,ERR01,Low,True,True,2.35,False
REV000236,Q035562,E0054,E0037,2026-02-16,2,False,,,False,True,,False
REV000237,Q005064,E0020,E0045,2024-09-29,1,True,ERR11,Low,False,True,,False
REV000238,Q022202,E0027,E0030,2025-07-28,1,False,,,False,True,,True
REV000239,Q023229,E0043,E0045,2025-08-17,1,False,,,False,True,,True
REV000240,Q025680,E0027,E0005,2025-09-16,1,False,,,False,True,,True
REV000241,Q026651,E0023,E0037,2025-10-07,1,False,,,False,True,,True
REV000242,Q026160,E0025,E0030,2025-10-04,1,False,,,False,True,,True
REV000243,Q000962,E0054,E0006,2024-06-15,1,False,,,False,True,,True
REV000244,Q040114,E0023,E0005,2026-05-18,1,False,,,False,True,,True
REV000245,Q022986,E0026,E0045,2025-08-02,1,False,,,False,True,,True
REV000246,Q001582,E0003,E0045,2024-07-27,1,False,,,False,True,,True
REV000247,Q014048,E0003,E0005,2025-02-13,1,False,,,False,True,,True
REV000248,Q032823,E0016,E0018,2026-01-01,1,True,ERR11,Critical,True,True,3.91,False
REV000249,Q032823,E0016,E0018,2026-01-02,2,False,,,False,True,,False
REV000250,Q015841,E0054,E0006,2025-03-11,1,False,,,False,True,,True
REV000251,Q004304,E0026,E0030,2024-09-20,1,True,ERR10,Medium,True,True,1.73,False
REV000252,Q004304,E0026,E0030,2024-09-20,2,False,,,False,True,,False
REV000253,Q031343,E0039,E0037,2025-12-22,1,False,,,False,True,,True
REV000254,Q009316,E0019,E0018,2024-12-18,1,False,,,False,True,,True
REV000255,Q024488,E0055,E0037,2025-09-28,1,False,,,False,True,,True
REV000256,Q010662,E0050,E0030,2024-12-13,1,False,,,False,True,,True
REV000257,Q016987,E0038,E0013,2025-04-13,1,True,ERR13,Medium,True,True,0.79,False
REV000258,Q016987,E0038,E0013,2025-04-14,2,False,,,False,True,,False
REV000259,Q019604,E0020,E0051,2025-05-10,1,False,,,False,True,,True
REV000260,Q014805,E0025,E0006,2025-03-24,1,False,,,False,True,,True
REV000261,Q011726,E0043,E0028,2025-01-12,1,False,,,False,True,,True
REV000262,Q005432,E0020,E0030,2024-10-03,1,False,,,False,True,,True
REV000263,Q026688,E0038,E0028,2025-10-27,1,False,,,False,True,,True
REV000264,Q016617,E0019,E0053,2025-04-08,1,False,,,False,True,,True
REV000265,Q030658,E0038,E0053,2025-12-18,1,False,,,False,True,,True
REV000266,Q029457,E0021,E0018,2025-11-26,1,False,,,False,True,,True
REV000267,Q020538,E0055,E0013,2025-06-19,1,False,,,False,True,,True
REV000268,Q016983,E0052,E0035,2025-04-27,1,False,,,False,True,,True
REV000269,Q010847,E0032,E0030,2024-12-26,1,False,,,False,True,,True
REV000270,Q004230,E0003,E0035,2024-09-25,1,False,,,False,True,,True
REV000271,Q031954,E0019,E0053,2025-12-01,1,False,,,False,True,,True
REV000272,Q024961,E0015,E0005,2025-09-15,1,False,,,False,True,,True
REV000273,Q006685,E0038,E0018,2024-10-06,1,False,,,False,True,,True
REV000274,Q017114,E0023,E0006,2025-04-27,1,False,,,False,True,,True
REV000275,Q005825,E0055,E0051,2024-10-21,1,False,,,False,True,,True
REV000276,Q027411,E0020,E0028,2025-10-05,1,True,ERR13,High,True,True,1.95,False
REV000277,Q027411,E0020,E0028,2025-10-06,2,False,,,False,True,,False
REV000278,Q031790,E0003,E0006,2025-12-30,1,False,,,False,True,,True
REV000279,Q027929,E0015,E0005,2025-11-15,1,False,,,False,True,,True
REV000280,Q024487,E0019,E0037,2025-09-04,1,False,,,False,True,,True
REV000281,Q021803,E0031,E0045,2025-07-06,1,False,,,False,True,,True
REV000282,Q017140,E0031,E0053,2025-04-24,1,False,,,False,True,,True
REV000283,Q024153,E0027,E0045,2025-09-26,1,False,,,False,True,,True
REV000284,Q038666,E0033,E0013,2026-04-25,1,False,,,False,True,,True
REV000285,Q010073,E0025,E0051,2024-12-23,1,False,,,False,True,,True
REV000286,Q011416,E0043,E0035,2025-01-16,1,False,,,False,True,,True
REV000287,Q010648,E0019,E0042,2024-12-24,1,False,,,False,True,,True
REV000288,Q003816,E0031,E0045,2024-09-24,1,True,ERR09,High,True,True,2.83,False
REV000289,Q003816,E0031,E0045,2024-09-25,2,False,,,False,True,,False
REV000290,Q037427,E0054,E0028,2026-03-25,1,False,,,False,True,,True
REV000291,Q035086,E0012,E0005,2026-02-19,1,False,,,False,True,,True
REV000292,Q012155,E0052,E0028,2025-01-30,1,False,,,False,True,,True
REV000293,Q000969,E0012,E0018,2024-07-01,1,False,,,False,True,,True
REV000294,Q016759,E0054,E0045,2025-04-12,1,False,,,False,True,,True
REV000295,Q012969,E0039,E0053,2025-02-27,1,False,,,False,True,,True
REV000296,Q023068,E0020,E0018,2025-08-10,1,False,,,False,True,,True
REV000297,Q001251,E0032,E0037,2024-07-09,1,False,,,False,True,,True
REV000298,Q027545,E0015,E0053,2025-10-10,1,False,,,False,True,,True
REV000299,Q041481,E0015,E0045,2026-05-24,1,True,ERR09,High,True,True,0.31,False
REV000300,Q041481,E0015,E0045,2026-05-24,2,False,,,False,True,,False
REV000301,Q001604,E0015,E0028,2024-07-07,1,False,,,False,True,,True
REV000302,Q034260,E0043,E0035,2026-02-04,1,False,,,False,True,,True
REV000303,Q016921,E0054,E0028,2025-04-26,1,False,,,False,True,,True
REV000304,Q008468,E0054,E0030,2024-11-20,1,True,ERR02,Low,False,True,,False
REV000305,Q021962,E0015,E0029,2025-07-12,1,False,,,False,True,,True
REV000306,Q026372,E0026,E0005,2025-10-20,1,False,,,False,True,,True
REV000307,Q010748,E0050,E0005,2024-12-20,1,False,,,False,True,,True
REV000308,Q027949,E0054,E0042,2025-11-02,1,False,,,False,True,,True
REV000309,Q026214,E0012,E0005,2025-11-01,1,False,,,False,True,,True
REV000310,Q008038,E0039,E0051,2024-11-13,1,False,,,False,True,,True
REV000311,Q012571,E0054,E0005,2025-01-31,1,False,,,False,True,,True
REV000312,Q031819,E0050,E0051,2025-12-22,1,False,,,False,True,,True
REV000313,Q037053,E0038,E0018,2026-03-30,1,False,,,False,True,,True
REV000314,Q029032,E0015,E0053,2025-11-06,1,False,,,False,True,,True
REV000315,Q032330,E0020,E0018,2026-01-02,1,True,ERR13,Low,False,True,,False
REV000316,Q005360,E0031,E0045,2024-10-22,1,True,ERR15,High,True,True,1.84,False
REV000317,Q005360,E0031,E0045,2024-10-22,2,False,,,False,True,,False
REV000318,Q024583,E0032,E0053,2025-09-22,1,False,,,False,True,,True
REV000319,Q023984,E0043,E0037,2025-08-17,1,True,ERR04,Low,True,True,1.17,False
REV000320,Q023984,E0043,E0037,2025-08-17,2,False,,,False,True,,False
REV000321,Q011675,E0001,E0053,2025-01-06,1,False,,,False,True,,True
REV000322,Q011322,E0003,E0006,2025-01-25,1,True,ERR01,High,True,True,0.68,False
REV000323,Q011322,E0003,E0006,2025-01-25,2,False,,,False,True,,False
REV000324,Q023172,E0054,E0053,2025-08-22,1,False,,,False,True,,True
REV000325,Q027245,E0038,E0028,2025-10-10,1,False,,,False,True,,True
REV000326,Q002092,E0015,E0045,2024-07-31,1,False,,,False,True,,True
REV000327,Q001628,E0039,E0028,2024-07-18,1,False,,,False,True,,True
REV000328,Q006119,E0032,E0053,2024-10-25,1,True,ERR02,High,True,True,0.77,False
REV000329,Q006119,E0032,E0053,2024-10-25,2,False,,,False,True,,False
REV000330,Q030069,E0055,E0037,2025-11-15,1,False,,,False,True,,True
REV000331,Q024589,E0054,E0013,2025-09-28,1,False,,,False,True,,True
REV000332,Q015139,E0032,E0018,2025-03-16,1,False,,,False,True,,True
REV000333,Q006459,E0032,E0037,2024-10-06,1,False,,,False,True,,True
REV000334,Q029918,E0033,E0018,2025-11-17,1,False,,,False,True,,True
REV000335,Q023786,E0012,E0005,2025-08-30,1,False,,,False,True,,True
REV000336,Q000059,E0027,E0053,2024-06-28,1,False,,,False,True,,True
REV000337,Q015187,E0012,E0045,2025-03-26,1,False,,,False,True,,True
REV000338,Q037089,E0015,E0029,2026-03-05,1,False,,,False,True,,True
REV000339,Q010157,E0015,E0013,2024-12-30,1,False,,,False,True,,True
REV000340,Q034373,E0032,E0013,2026-02-23,1,False,,,False,True,,True
REV000341,Q019555,E0043,E0005,2025-05-25,1,False,,,False,True,,True
REV000342,Q041151,E0012,E0013,2026-05-17,1,False,,,False,True,,True
REV000343,Q005264,E0039,E0051,2024-10-14,1,True,ERR04,Low,False,True,,False
REV000344,Q019436,E0052,E0018,2025-05-13,1,True,ERR12,High,True,True,1.7,False
REV000345,Q019436,E0052,E0018,2025-05-13,2,False,,,False,True,,False
REV000346,Q028076,E0015,E0013,2025-12-01,1,False,,,False,True,,True
REV000347,Q010700,E0027,E0030,2024-12-17,1,False,,,False,True,,True
REV000348,Q004056,E0027,E0005,2024-09-17,1,False,,,False,True,,True
REV000349,Q020375,E0038,E0028,2025-06-28,1,False,,,False,True,,True
REV000350,Q035705,E0032,E0029,2026-02-23,1,False,,,False,True,,True
REV000351,Q026478,E0023,E0035,2025-10-25,1,False,,,False,True,,True
REV000352,Q039515,E0032,E0029,2026-04-18,1,False,,,False,True,,True
